employee_id,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,age_no,previous_year_rating_no,length_of_service_no,avg_training_score_no
53267,R&D,Bachelors,m,other,1,31,4.0,6,0,84,31.0,4.0,6.0,84
51294,Procurement,Masters & above,m,sourcing,2,33,3.0,3,0,72,33.0,3.0,3.0,72
4208,Technology,Masters & above,m,referred,1,36,4.0,4,1,80,36.0,4.0,4.0,80
64266,Procurement,Masters & above,f,other,1,38,5.0,4,1,70,38.0,5.0,4.0,70
57995,Procurement,Bachelors,m,other,1,36,2.0,4,0,64,36.0,2.0,4.0,64
76317,Sales & Marketing,Bachelors,f,sourcing,1,50,4.0,21,1,49,50.0,4.0,,49
32169,Sales & Marketing,Bachelors,m,sourcing,1,40,1.0,3,0,47,40.0,1.0,3.0,47
22403,Finance,Below Secondary,f,other,1,26,1.0,2,1,54,26.0,1.0,2.0,54
18775,Operations,Bachelors,m,sourcing,1,27,3.0,3,0,58,27.0,3.0,3.0,58
7007,Sales & Marketing,Masters & above,m,other,1,54,5.0,21,0,53,,5.0,,53
58836,Finance,Bachelors,f,other,1,29,4.0,7,0,67,29.0,4.0,7.0,67
67403,Procurement,Bachelors,m,sourcing,3,31,4.0,4,0,67,31.0,4.0,4.0,67
34371,Technology,Masters & above,m,other,2,45,5.0,15,0,75,45.0,5.0,15.0,75
72636,Procurement,Masters & above,m,other,1,39,3.0,5,0,70,39.0,3.0,5.0,70
41162,Sales & Marketing,Bachelors,m,other,1,28,5.0,2,0,51,28.0,5.0,2.0,51
42939,Sales & Marketing,Bachelors,m,other,1,42,3.0,4,0,51,42.0,3.0,4.0,51
37227,Operations,Bachelors,m,other,1,33,4.0,3,0,58,33.0,4.0,3.0,58
34986,Sales & Marketing,Bachelors,m,sourcing,1,33,3.0,4,0,52,33.0,3.0,4.0,52
10473,Finance,Bachelors,m,sourcing,1,25,5.0,2,0,57,25.0,5.0,2.0,57
42833,Operations,Bachelors,m,other,1,29,3.0,2,0,57,29.0,3.0,2.0,57
39224,Technology,Bachelors,m,other,1,28,5.0,2,0,95,28.0,5.0,2.0,95
34148,Procurement,Masters & above,m,other,1,33,4.0,3,1,70,33.0,4.0,3.0,70
65558,HR,Bachelors,m,sourcing,1,32,3.0,6,0,52,32.0,3.0,6.0,52
63986,Operations,Masters & above,f,other,1,32,3.0,5,0,57,32.0,3.0,5.0,57
31641,Analytics,Bachelors,m,other,1,37,3.0,4,1,81,37.0,3.0,4.0,81
45087,Sales & Marketing,Bachelors,m,other,1,35,5.0,8,0,50,35.0,5.0,8.0,50
41610,Procurement,Bachelors,m,other,3,28,3.0,2,0,70,28.0,3.0,2.0,70
10376,Analytics,Bachelors,m,other,1,39,3.0,10,0,86,39.0,3.0,10.0,86
11414,Operations,Masters & above,m,other,1,40,4.0,11,0,59,40.0,4.0,11.0,59
32884,Sales & Marketing,Masters & above,m,other,2,36,4.0,9,1,47,36.0,4.0,9.0,47
71007,Technology,Bachelors,m,other,1,36,3.0,11,0,82,36.0,3.0,11.0,82
43891,Analytics,Bachelors,m,other,1,30,2.0,5,0,88,30.0,2.0,5.0,88
26769,Legal,Bachelors,m,sourcing,1,43,3.0,9,0,59,43.0,3.0,9.0,59
23022,Operations,Bachelors,f,sourcing,1,39,2.0,11,0,70,39.0,2.0,11.0,70
56684,Operations,Masters & above,f,other,3,32,4.0,6,0,62,32.0,4.0,6.0,62
24951,Operations,Bachelors,m,other,1,43,4.0,11,1,58,43.0,4.0,11.0,58
8810,Operations,Bachelors,f,sourcing,1,34,4.0,6,1,60,34.0,4.0,6.0,60
33334,Sales & Marketing,Bachelors,m,other,1,47,4.0,9,0,52,47.0,4.0,9.0,52
29911,Analytics,Masters & above,m,other,1,38,1.0,9,1,85,38.0,1.0,9.0,85
42142,Operations,Bachelors,f,sourcing,1,30,3.0,6,0,58,30.0,3.0,6.0,58
29467,Sales & Marketing,Bachelors,f,other,1,29,3.0,3,0,47,29.0,3.0,3.0,47
11784,Procurement,Bachelors,m,other,1,36,3.0,9,0,66,36.0,3.0,9.0,66
29776,Operations,Masters & above,m,other,1,40,5.0,7,0,56,40.0,5.0,7.0,56
10563,Legal,Bachelors,m,sourcing,1,33,4.0,3,0,60,33.0,4.0,3.0,60
6736,Operations,Bachelors,f,sourcing,1,35,2.0,5,0,54,35.0,2.0,5.0,54
441,Sales & Marketing,Bachelors,m,sourcing,1,23,5.0,2,1,54,23.0,5.0,2.0,54
14980,Finance,Bachelors,m,other,3,26,5.0,2,1,60,26.0,5.0,2.0,60
13549,Sales & Marketing,Bachelors,m,sourcing,1,38,3.0,8,0,48,38.0,3.0,8.0,48
1348,Analytics,Masters & above,m,sourcing,1,38,3.0,10,0,90,38.0,3.0,10.0,90
14948,Technology,Bachelors,m,sourcing,1,29,1.0,6,0,82,29.0,1.0,6.0,82
22827,Sales & Marketing,Bachelors,f,sourcing,1,41,3.0,4,0,51,41.0,3.0,4.0,51
30527,Procurement,Bachelors,m,other,1,29,1.0,1,0,72,29.0,1.0,1.0,72
38928,Sales & Marketing,Bachelors,m,sourcing,2,29,1.0,2,0,50,29.0,1.0,2.0,50
17420,Sales & Marketing,Masters & above,m,other,1,31,3.0,9,0,51,31.0,3.0,9.0,51
72878,Procurement,Masters & above,f,other,1,56,3.0,4,0,70,,3.0,4.0,70
38588,Procurement,Masters & above,m,other,1,50,3.0,15,0,67,50.0,3.0,15.0,67
55236,Legal,Masters & above,m,sourcing,1,36,5.0,4,1,57,36.0,5.0,4.0,57
339,Sales & Marketing,Bachelors,m,other,1,36,5.0,10,1,46,36.0,5.0,10.0,46
30270,Operations,Bachelors,f,sourcing,1,42,5.0,14,1,64,42.0,5.0,14.0,64
36458,Sales & Marketing,Bachelors,m,other,1,30,3.0,2,1,46,30.0,3.0,2.0,46
27999,Analytics,Bachelors,m,sourcing,1,28,5.0,2,1,86,28.0,5.0,2.0,86
57114,Operations,Masters & above,f,sourcing,1,46,3.0,16,0,62,46.0,3.0,,62
25603,Technology,Masters & above,f,other,1,55,4.0,14,0,75,,4.0,14.0,75
71930,HR,Masters & above,m,sourcing,1,35,5.0,10,1,50,35.0,5.0,10.0,50
23945,Sales & Marketing,Bachelors,f,other,1,58,3.0,2,1,48,,3.0,2.0,48
22469,Analytics,Masters & above,m,sourcing,1,35,5.0,7,0,85,35.0,5.0,7.0,85
34891,Operations,Bachelors,m,other,1,30,1.0,7,0,58,30.0,1.0,7.0,58
17506,Technology,Bachelors,m,sourcing,2,27,5.0,4,1,82,27.0,5.0,4.0,82
32124,Analytics,Bachelors,f,sourcing,1,29,1.0,4,0,87,29.0,1.0,4.0,87
48160,Analytics,Bachelors,m,other,1,34,1.0,3,0,87,34.0,1.0,3.0,87
30792,Sales & Marketing,Masters & above,m,other,1,40,3.0,2,1,49,40.0,3.0,2.0,49
76840,Sales & Marketing,Masters & above,m,sourcing,1,33,5.0,4,1,47,33.0,5.0,4.0,47
27844,Finance,Masters & above,f,other,3,40,3.0,4,0,56,40.0,3.0,4.0,56
32595,Sales & Marketing,Bachelors,m,other,1,34,1.0,6,0,49,34.0,1.0,6.0,49
66391,Sales & Marketing,Bachelors,m,sourcing,1,28,4.0,6,1,47,28.0,4.0,6.0,47
18212,Sales & Marketing,Bachelors,m,sourcing,4,29,3.0,8,0,51,29.0,3.0,8.0,51
51051,Sales & Marketing,Bachelors,m,sourcing,1,41,4.0,4,0,60,41.0,4.0,4.0,60
60375,Finance,Masters & above,m,sourcing,1,43,5.0,15,0,74,43.0,5.0,15.0,74
8495,Sales & Marketing,Masters & above,m,other,1,36,1.0,5,0,54,36.0,1.0,5.0,54
50665,Procurement,Bachelors,f,sourcing,1,38,4.0,6,0,72,38.0,4.0,6.0,72
50512,Technology,Masters & above,f,other,1,37,4.0,8,0,82,37.0,4.0,8.0,82
6621,Operations,Bachelors,m,sourcing,1,35,4.0,8,0,59,35.0,4.0,8.0,59
10992,HR,Bachelors,f,referred,1,29,5.0,6,1,45,29.0,5.0,6.0,45
10742,Sales & Marketing,Bachelors,m,sourcing,1,42,3.0,3,0,57,42.0,3.0,3.0,57
33326,Technology,Masters & above,m,other,1,35,2.0,10,0,81,35.0,2.0,10.0,81
28711,Finance,Bachelors,m,other,1,30,5.0,7,1,54,30.0,5.0,7.0,54
16466,Operations,Bachelors,m,sourcing,1,33,5.0,6,0,63,33.0,5.0,6.0,63
71692,Sales & Marketing,Bachelors,m,sourcing,1,29,4.0,3,0,43,29.0,4.0,3.0,43
5296,Sales & Marketing,Bachelors,m,sourcing,1,27,1.0,3,0,47,27.0,1.0,3.0,47
376,R&D,Bachelors,m,other,1,36,3.0,7,1,86,36.0,3.0,7.0,86
11139,Procurement,Bachelors,f,other,1,34,5.0,8,1,68,34.0,5.0,8.0,68
21667,Technology,Masters & above,m,sourcing,1,40,1.0,4,0,80,40.0,1.0,4.0,80
52771,Sales & Marketing,Bachelors,f,other,1,27,4.0,3,0,46,27.0,4.0,3.0,46
30283,Analytics,Bachelors,m,other,1,31,5.0,4,0,88,31.0,5.0,4.0,88
33431,Sales & Marketing,Masters & above,m,sourcing,1,34,3.0,3,0,49,34.0,3.0,3.0,49
10860,R&D,Bachelors,m,other,1,32,3.0,2,1,85,32.0,3.0,2.0,85
52246,Sales & Marketing,Bachelors,f,other,1,28,2.0,5,1,45,28.0,2.0,5.0,45
16337,Procurement,Masters & above,f,other,1,44,3.0,16,0,68,44.0,3.0,,68
21160,Technology,Bachelors,m,sourcing,1,26,5.0,4,1,94,26.0,5.0,4.0,94
30888,Operations,Bachelors,f,other,1,27,1.0,2,0,64,27.0,1.0,2.0,64
41543,Operations,Bachelors,f,other,1,38,3.0,3,0,60,38.0,3.0,3.0,60
68619,Technology,Bachelors,m,sourcing,1,30,4.0,4,0,80,30.0,4.0,4.0,80
9454,Procurement,Bachelors,m,sourcing,2,40,3.0,2,1,67,40.0,3.0,2.0,67
48316,Sales & Marketing,Masters & above,m,other,1,35,5.0,11,1,51,35.0,5.0,11.0,51
61103,Technology,Masters & above,f,other,1,42,4.0,17,0,78,42.0,4.0,,78
46772,R&D,Masters & above,m,other,1,39,4.0,9,0,84,39.0,4.0,9.0,84
62688,Sales & Marketing,Bachelors,f,other,1,31,4.0,4,0,45,31.0,4.0,4.0,45
67083,Sales & Marketing,Bachelors,m,sourcing,1,31,4.0,4,0,52,31.0,4.0,4.0,52
10508,Operations,Bachelors,m,sourcing,2,31,5.0,3,1,64,31.0,5.0,3.0,64
42182,Analytics,Bachelors,f,other,1,31,4.0,3,1,81,31.0,4.0,3.0,81
51295,Operations,Masters & above,f,other,2,41,5.0,8,0,71,41.0,5.0,8.0,71
26017,Procurement,Masters & above,f,other,1,35,2.0,3,0,70,35.0,2.0,3.0,70
38656,Operations,Bachelors,m,sourcing,1,33,1.0,2,0,62,33.0,1.0,2.0,62
1210,Sales & Marketing,Masters & above,f,other,2,35,3.0,5,0,46,35.0,3.0,5.0,46
52205,Technology,Masters & above,m,other,1,41,2.0,9,0,77,41.0,2.0,9.0,77
18776,Operations,Masters & above,m,sourcing,1,38,5.0,9,1,58,38.0,5.0,9.0,58
39588,Operations,Bachelors,m,other,1,31,4.0,5,0,55,31.0,4.0,5.0,55
2066,Technology,Bachelors,m,sourcing,1,29,3.0,6,0,81,29.0,3.0,6.0,81
7952,HR,Masters & above,m,other,1,45,4.0,7,0,52,45.0,4.0,7.0,52
28286,Operations,Bachelors,m,sourcing,1,36,1.0,9,0,54,36.0,1.0,9.0,54
15837,Sales & Marketing,Bachelors,m,other,2,29,5.0,2,0,45,29.0,5.0,2.0,45
41908,Sales & Marketing,Masters & above,m,sourcing,1,44,4.0,4,1,50,44.0,4.0,4.0,50
28766,Sales & Marketing,Bachelors,m,sourcing,1,32,1.0,3,0,46,32.0,1.0,3.0,46
35922,Operations,Bachelors,f,other,1,41,3.0,5,0,60,41.0,3.0,5.0,60
42485,Technology,Bachelors,f,other,1,30,5.0,4,1,81,30.0,5.0,4.0,81
47556,Sales & Marketing,Bachelors,m,other,1,27,5.0,3,1,52,27.0,5.0,3.0,52
50266,Analytics,Bachelors,m,sourcing,1,30,5.0,5,1,86,30.0,5.0,5.0,86
77122,Operations,Masters & above,m,other,1,34,5.0,5,0,63,34.0,5.0,5.0,63
45635,Sales & Marketing,Bachelors,f,other,2,32,3.0,2,0,44,32.0,3.0,2.0,44
57502,Procurement,Bachelors,f,other,1,31,4.0,3,0,74,31.0,4.0,3.0,74
26262,Sales & Marketing,Bachelors,m,other,1,35,3.0,7,0,56,35.0,3.0,7.0,56
74374,Operations,Bachelors,m,sourcing,1,31,3.0,10,0,59,31.0,3.0,10.0,59
34661,Analytics,Bachelors,m,other,1,30,2.0,5,1,84,30.0,2.0,5.0,84
38450,Procurement,Masters & above,f,sourcing,1,54,5.0,11,1,71,,5.0,11.0,71
31134,Sales & Marketing,Bachelors,m,other,1,33,4.0,8,1,54,33.0,4.0,8.0,54
27968,Operations,Masters & above,m,sourcing,2,36,4.0,2,0,57,36.0,4.0,2.0,57
36271,Technology,Bachelors,f,other,1,34,2.0,6,0,76,34.0,2.0,6.0,76
3316,Legal,Bachelors,m,sourcing,1,60,3.0,12,0,58,,3.0,12.0,58
35219,Sales & Marketing,Bachelors,m,other,1,37,3.0,5,0,51,37.0,3.0,5.0,51
52701,Operations,Masters & above,f,sourcing,2,34,3.0,7,0,60,34.0,3.0,7.0,60
8654,Operations,Bachelors,m,sourcing,1,28,4.0,2,0,60,28.0,4.0,2.0,60
7551,Technology,Bachelors,m,other,2,37,2.0,4,0,83,37.0,2.0,4.0,83
18778,Operations,Bachelors,f,sourcing,1,52,5.0,11,0,63,52.0,5.0,11.0,63
57527,Analytics,Bachelors,m,sourcing,2,27,4.0,2,0,86,27.0,4.0,2.0,86
1726,Sales & Marketing,Bachelors,m,sourcing,1,33,3.0,2,0,48,33.0,3.0,2.0,48
60191,Operations,Masters & above,m,other,1,46,5.0,15,0,60,46.0,5.0,15.0,60
30623,Sales & Marketing,Bachelors,m,other,1,32,2.0,4,1,53,32.0,2.0,4.0,53
67366,Procurement,Masters & above,f,sourcing,3,42,3.0,4,1,68,42.0,3.0,4.0,68
15689,R&D,Masters & above,m,sourcing,1,31,5.0,5,1,86,31.0,5.0,5.0,86
18286,Procurement,Bachelors,m,sourcing,1,43,3.0,5,1,66,43.0,3.0,5.0,66
63660,Procurement,Bachelors,f,sourcing,1,35,3.0,8,1,70,35.0,3.0,8.0,70
32232,Sales & Marketing,Bachelors,f,other,1,54,4.0,12,0,49,,4.0,12.0,49
56976,Sales & Marketing,Bachelors,m,sourcing,1,40,3.0,5,0,47,40.0,3.0,5.0,47
64644,Operations,Masters & above,f,other,1,32,5.0,7,1,61,32.0,5.0,7.0,61
39204,Analytics,Bachelors,m,other,1,32,4.0,8,1,83,32.0,4.0,8.0,83
47141,Sales & Marketing,Bachelors,m,sourcing,1,41,5.0,12,0,52,41.0,5.0,12.0,52
26883,Analytics,Bachelors,m,sourcing,3,29,5.0,5,0,87,29.0,5.0,5.0,87
50095,Sales & Marketing,Bachelors,m,other,1,28,3.0,5,0,49,28.0,3.0,5.0,49
16145,Sales & Marketing,Bachelors,m,other,1,36,3.0,10,0,51,36.0,3.0,10.0,51
24190,Technology,Bachelors,m,other,1,55,3.0,15,0,78,,3.0,15.0,78
17777,Sales & Marketing,Masters & above,m,other,1,39,3.0,6,0,53,39.0,3.0,6.0,53
3339,Technology,Bachelors,m,sourcing,1,59,3.0,18,0,78,,3.0,,78
11436,Analytics,Bachelors,m,sourcing,1,27,3.0,2,0,82,27.0,3.0,2.0,82
40457,Sales & Marketing,Bachelors,m,sourcing,1,34,4.0,8,1,55,34.0,4.0,8.0,55
4730,Technology,Bachelors,f,other,1,29,4.0,2,1,85,29.0,4.0,2.0,85
10380,Legal,Bachelors,m,other,1,32,1.0,4,0,57,32.0,1.0,4.0,57
6891,Analytics,Masters & above,m,other,1,31,4.0,4,0,82,31.0,4.0,4.0,82
40575,Procurement,Bachelors,f,sourcing,1,32,3.0,9,0,70,32.0,3.0,9.0,70
60937,Technology,Masters & above,m,sourcing,1,40,3.0,11,0,82,40.0,3.0,11.0,82
3066,Sales & Marketing,Masters & above,m,sourcing,1,37,4.0,8,0,49,37.0,4.0,8.0,49
18712,Operations,Bachelors,f,sourcing,1,27,1.0,2,0,56,27.0,1.0,2.0,56
68494,Operations,Bachelors,m,other,1,29,3.0,3,0,57,29.0,3.0,3.0,57
74119,Sales & Marketing,Bachelors,m,other,1,32,5.0,9,1,48,32.0,5.0,9.0,48
76254,Procurement,Masters & above,m,sourcing,4,39,3.0,16,0,73,39.0,3.0,,73
49402,Sales & Marketing,Bachelors,m,other,1,35,4.0,7,0,50,35.0,4.0,7.0,50
8141,Technology,Bachelors,m,other,1,34,2.0,6,0,77,34.0,2.0,6.0,77
3076,Operations,Bachelors,f,other,1,34,4.0,7,1,58,34.0,4.0,7.0,58
14390,Technology,Masters & above,f,sourcing,1,35,3.0,8,0,78,35.0,3.0,8.0,78
66964,Procurement,Bachelors,f,sourcing,2,32,3.0,2,0,72,32.0,3.0,2.0,72
67091,Technology,Bachelors,f,sourcing,1,37,1.0,7,0,84,37.0,1.0,7.0,84
13164,Technology,Masters & above,m,sourcing,1,34,3.0,7,1,82,34.0,3.0,7.0,82
21190,Sales & Marketing,Bachelors,m,other,3,30,1.0,3,0,51,30.0,1.0,3.0,51
21432,Operations,Bachelors,f,other,2,40,5.0,10,0,62,40.0,5.0,10.0,62
2096,Sales & Marketing,Bachelors,f,sourcing,3,29,4.0,5,0,52,29.0,4.0,5.0,52
53808,Sales & Marketing,Masters & above,m,sourcing,1,56,5.0,22,0,46,,5.0,,46
59105,Operations,Bachelors,m,sourcing,1,33,5.0,8,1,57,33.0,5.0,8.0,57
76796,Procurement,Bachelors,f,sourcing,1,30,5.0,3,1,70,30.0,5.0,3.0,70
49192,Technology,Bachelors,f,referred,1,27,3.0,2,0,77,27.0,3.0,2.0,77
45888,Operations,Bachelors,m,other,1,33,3.0,7,0,56,33.0,3.0,7.0,56
72963,Operations,Bachelors,f,other,2,30,3.0,6,0,57,30.0,3.0,6.0,57
53081,HR,Bachelors,f,other,1,36,3.0,3,0,46,36.0,3.0,3.0,46
23930,Sales & Marketing,Bachelors,m,sourcing,1,37,1.0,9,0,51,37.0,1.0,9.0,51
51938,Operations,Bachelors,m,other,1,27,1.0,4,0,61,27.0,1.0,4.0,61
29280,Sales & Marketing,Bachelors,m,sourcing,1,49,1.0,19,0,52,49.0,1.0,,52
7689,Sales & Marketing,Bachelors,m,sourcing,1,30,5.0,4,0,48,30.0,5.0,4.0,48
16924,Operations,Masters & above,f,other,2,34,5.0,5,0,75,34.0,5.0,5.0,75
8648,Sales & Marketing,Masters & above,m,other,1,42,5.0,5,0,47,42.0,5.0,5.0,47
57036,Sales & Marketing,Bachelors,m,other,1,26,2.0,3,1,44,26.0,2.0,3.0,44
69859,Sales & Marketing,Bachelors,f,other,1,37,1.0,3,1,46,37.0,1.0,3.0,46
31492,Analytics,Bachelors,m,sourcing,1,27,3.0,2,1,85,27.0,3.0,2.0,85
3964,Sales & Marketing,Bachelors,m,other,1,36,2.0,7,1,49,36.0,2.0,7.0,49
20962,Analytics,Masters & above,m,other,2,35,3.0,2,1,85,35.0,3.0,2.0,85
16434,Operations,Bachelors,f,sourcing,1,34,5.0,7,0,61,34.0,5.0,7.0,61
28860,Technology,Masters & above,m,sourcing,1,34,3.0,8,0,81,34.0,3.0,8.0,81
28665,Sales & Marketing,Masters & above,m,sourcing,1,51,1.0,22,0,54,51.0,1.0,,54
1561,HR,Bachelors,m,sourcing,1,31,4.0,6,0,54,31.0,4.0,6.0,54
72856,Operations,Bachelors,f,other,1,44,3.0,3,0,58,44.0,3.0,3.0,58
28596,Sales & Marketing,Bachelors,m,sourcing,2,26,2.0,4,0,52,26.0,2.0,4.0,52
52840,Operations,Bachelors,m,sourcing,1,28,3.0,2,0,59,28.0,3.0,2.0,59
73807,Procurement,Masters & above,f,other,1,59,4.0,11,0,70,,4.0,11.0,70
1089,HR,Below Secondary,m,other,1,23,5.0,2,0,50,23.0,5.0,2.0,50
20345,Analytics,Bachelors,m,other,2,27,5.0,5,1,83,27.0,5.0,5.0,83
59325,Sales & Marketing,Bachelors,m,sourcing,1,35,5.0,8,0,49,35.0,5.0,8.0,49
45294,Technology,Masters & above,m,other,1,58,4.0,18,1,76,,4.0,,76
61412,Sales & Marketing,Bachelors,m,other,1,35,2.0,4,0,53,35.0,2.0,4.0,53
29033,Analytics,Bachelors,m,sourcing,1,30,4.0,4,1,91,30.0,4.0,4.0,91
41735,Sales & Marketing,Masters & above,f,sourcing,2,32,3.0,4,0,45,32.0,3.0,4.0,45
20001,Operations,Masters & above,f,referred,1,54,3.0,6,1,61,,3.0,6.0,61
47942,Sales & Marketing,Bachelors,m,sourcing,1,40,1.0,8,0,50,40.0,1.0,8.0,50
5232,HR,Bachelors,f,other,1,29,1.0,2,1,52,29.0,1.0,2.0,52
7097,HR,Bachelors,m,referred,1,29,3.0,2,0,50,29.0,3.0,2.0,50
61335,Sales & Marketing,Masters & above,f,other,2,36,5.0,4,0,46,36.0,5.0,4.0,46
61360,R&D,Bachelors,f,other,1,31,4.0,3,0,87,31.0,4.0,3.0,87
54187,Sales & Marketing,Bachelors,m,other,1,34,3.0,8,0,53,34.0,3.0,8.0,53
18493,Analytics,Bachelors,m,other,1,33,5.0,5,0,82,33.0,5.0,5.0,82
23130,Sales & Marketing,Bachelors,m,sourcing,1,26,4.0,2,0,46,26.0,4.0,2.0,46
16180,Sales & Marketing,Bachelors,m,sourcing,1,33,1.0,6,0,46,33.0,1.0,6.0,46
5133,R&D,Bachelors,m,referred,2,27,5.0,3,1,77,27.0,5.0,3.0,77
54456,Finance,Bachelors,m,other,1,26,3.0,3,1,59,26.0,3.0,3.0,59
62197,Sales & Marketing,Bachelors,m,sourcing,1,28,5.0,3,0,51,28.0,5.0,3.0,51
50861,Operations,Masters & above,m,referred,1,34,4.0,10,0,63,34.0,4.0,10.0,63
40356,Operations,Bachelors,m,other,1,42,4.0,11,1,58,42.0,4.0,11.0,58
68967,Analytics,Masters & above,m,other,1,49,5.0,13,1,85,49.0,5.0,13.0,85
49181,Finance,Bachelors,m,other,1,37,4.0,9,0,59,37.0,4.0,9.0,59
19572,Operations,Masters & above,m,sourcing,1,42,5.0,10,1,62,42.0,5.0,10.0,62
58731,Procurement,Masters & above,f,other,1,38,2.0,7,0,68,38.0,2.0,7.0,68
32167,Procurement,Bachelors,f,other,1,28,3.0,3,0,71,28.0,3.0,3.0,71
3435,Sales & Marketing,Masters & above,m,sourcing,1,33,5.0,6,0,49,33.0,5.0,6.0,49
7389,Finance,Masters & above,m,other,3,42,3.0,12,0,58,42.0,3.0,12.0,58
44860,Operations,Masters & above,m,sourcing,1,34,4.0,3,1,57,34.0,4.0,3.0,57
72065,Operations,Below Secondary,m,other,1,22,3.0,2,0,57,22.0,3.0,2.0,57
49353,Legal,Bachelors,m,sourcing,1,29,1.0,4,1,60,29.0,1.0,4.0,60
42688,R&D,Masters & above,m,other,1,38,3.0,3,1,83,38.0,3.0,3.0,83
4019,Procurement,Masters & above,m,sourcing,1,40,5.0,11,0,74,40.0,5.0,11.0,74
64023,Finance,Masters & above,m,sourcing,1,38,5.0,8,0,58,38.0,5.0,8.0,58
30034,Sales & Marketing,Bachelors,f,other,1,34,1.0,9,0,46,34.0,1.0,9.0,46
6907,Analytics,Masters & above,m,other,2,32,5.0,5,0,90,32.0,5.0,5.0,90
14810,Technology,Bachelors,m,other,1,33,3.0,4,0,75,33.0,3.0,4.0,75
17629,Sales & Marketing,Bachelors,m,other,2,39,3.0,12,0,46,39.0,3.0,12.0,46
7003,Sales & Marketing,Bachelors,m,sourcing,1,41,5.0,11,0,54,41.0,5.0,11.0,54
59100,Operations,Bachelors,m,other,1,34,4.0,7,0,55,34.0,4.0,7.0,55
73651,Operations,Masters & above,f,other,1,43,4.0,14,0,60,43.0,4.0,14.0,60
65300,Sales & Marketing,Bachelors,m,other,1,43,3.0,6,0,46,43.0,3.0,6.0,46
38796,Operations,Bachelors,m,sourcing,1,56,3.0,15,0,63,,3.0,15.0,63
17133,Sales & Marketing,Bachelors,f,other,1,28,5.0,4,1,46,28.0,5.0,4.0,46
10552,Operations,Bachelors,f,other,1,33,3.0,2,1,62,33.0,3.0,2.0,62
58271,Sales & Marketing,Bachelors,m,sourcing,1,35,5.0,8,1,49,35.0,5.0,8.0,49
42387,Sales & Marketing,Bachelors,m,sourcing,1,35,1.0,9,0,52,35.0,1.0,9.0,52
19737,Technology,Masters & above,m,sourcing,1,36,3.0,3,0,78,36.0,3.0,3.0,78
68576,Operations,Bachelors,m,sourcing,1,32,5.0,6,1,57,32.0,5.0,6.0,57
62951,Procurement,Bachelors,m,other,5,32,3.0,8,0,67,32.0,3.0,8.0,67
76794,Operations,Bachelors,m,other,2,30,5.0,2,0,57,30.0,5.0,2.0,57
39736,Technology,Bachelors,m,sourcing,1,49,3.0,7,1,75,49.0,3.0,7.0,75
73402,Operations,Bachelors,f,sourcing,1,50,4.0,8,1,74,50.0,4.0,8.0,74
30749,Procurement,Bachelors,f,other,2,25,3.0,2,1,67,25.0,3.0,2.0,67
49089,Operations,Masters & above,m,other,1,42,2.0,7,1,62,42.0,2.0,7.0,62
57203,Sales & Marketing,Bachelors,f,sourcing,1,29,1.0,4,0,53,29.0,1.0,4.0,53
14101,Procurement,Bachelors,m,sourcing,3,29,3.0,6,1,67,29.0,3.0,6.0,67
31036,Sales & Marketing,Bachelors,f,sourcing,1,33,5.0,7,1,54,33.0,5.0,7.0,54
66566,Sales & Marketing,Bachelors,f,other,1,49,1.0,16,0,47,49.0,1.0,,47
2283,Operations,Masters & above,m,sourcing,1,34,5.0,10,1,60,34.0,5.0,10.0,60
35086,Sales & Marketing,Bachelors,m,sourcing,1,38,3.0,8,1,49,38.0,3.0,8.0,49
66082,Legal,Bachelors,m,sourcing,1,60,1.0,3,0,60,,1.0,3.0,60
34105,Operations,Bachelors,m,other,1,38,2.0,4,0,56,38.0,2.0,4.0,56
14599,HR,Bachelors,m,sourcing,1,30,3.0,2,0,49,30.0,3.0,2.0,49
21293,HR,Bachelors,m,other,1,31,4.0,9,0,48,31.0,4.0,9.0,48
44127,Technology,Bachelors,f,other,1,37,5.0,3,1,82,37.0,5.0,3.0,82
64845,Operations,Bachelors,m,sourcing,1,31,4.0,5,0,59,31.0,4.0,5.0,59
38638,Sales & Marketing,Bachelors,m,other,1,33,1.0,7,0,45,33.0,1.0,7.0,45
62916,Sales & Marketing,Bachelors,m,other,1,42,5.0,7,1,91,42.0,5.0,7.0,91
18984,Procurement,Bachelors,m,other,1,33,3.0,5,1,73,33.0,3.0,5.0,73
35872,Sales & Marketing,Masters & above,f,other,1,34,1.0,7,0,50,34.0,1.0,7.0,50
8019,Technology,Bachelors,m,sourcing,1,54,3.0,8,0,80,,3.0,8.0,80
6358,Operations,Bachelors,m,other,1,33,4.0,5,0,62,33.0,4.0,5.0,62
53023,Sales & Marketing,Bachelors,m,sourcing,2,38,5.0,10,0,63,38.0,5.0,10.0,63
32026,Operations,Bachelors,f,other,1,33,3.0,10,0,64,33.0,3.0,10.0,64
46737,Sales & Marketing,Masters & above,m,sourcing,1,41,3.0,3,0,53,41.0,3.0,3.0,53
21112,Technology,Bachelors,m,sourcing,1,37,2.0,3,0,80,37.0,2.0,3.0,80
12594,Procurement,Masters & above,m,other,2,46,5.0,18,1,66,46.0,5.0,,66
48577,Procurement,Bachelors,m,sourcing,1,30,2.0,5,0,66,30.0,2.0,5.0,66
